"","TaxonUsageID","LETTERCODE","SHORTNAME","TaxonName","NATIVENAME","AuthorName","SYNONYM","TaxonConceptID"
"50653",50653,"CRAIBRO","Craibia brownii","Craibia brownii",NA,"Dunn",FALSE,50653
"50654",50654,"DOMB.SP","Dombeya species","Dombeya species",NA,"NA",FALSE,50654
"50655",50655,"SUREPRO","Suregada procera","Suregada procera",NA,"(Prain) Croizat",FALSE,50655
"50656",50656,"CANTKEN","Canthium keniense","Canthium keniense",NA,"Bullock",FALSE,50656
"50657",50657,"CYPH.SP","Cyphostemma species","Cyphostemma species",NA,"NA",FALSE,50657
"50658",50658,"PHYLOVA","Phyllanthus ovalifoliu","Phyllanthus ovalifolius",NA,"Forssk.",FALSE,50658
"50659",50659,"OCHN.SP","Ochna species","Ochna species",NA,"NA",FALSE,50659
"50660",50660,"EXOTABY","Exotheca abyssinica","Exotheca abyssinica",NA,"(Hochst. ex A. Rich.) Andersson",FALSE,50660
"50661",50661,"BULBATR","Bulbostylis atrosangui","Bulbostylis atrosangui",NA,"(Boeckeler) C.B. Clarke",FALSE,50661
"50662",50662,"BULBATR","Abildgaardia setifolia","Abildgaardia setifolia",NA,"(Hochst. ex A. Rich.) Lye",TRUE,50661
"50663",50663,"ANDRCHR","Andropogon chrysostach","Andropogon chrysostachyus",NA,"Steud.",FALSE,50663
"50664",50664,"ERAGSCH","Eragrostis schweinfurt","Eragrostis schweinfurthii",NA,"Chiov.",FALSE,50664
"50665",50665,"CENCSPH","Cenchrus sphacelatus","Cenchrus sphacelatus",NA,"(Nees) Morrone",FALSE,50665
"50666",50666,"CENCSPH","Pennisetum sphacelatum","Pennisetum sphacelatum",NA,"(Nees) T. Durand & Schinz",TRUE,50665
"50667",50667,"HELIODO","Helichrysum odoratissi","Helichrysum odoratissimum",NA,"(L.) Sweet",FALSE,50667
"50668",50668,"TRIFS.G","Trifolium semipilosum","Trifolium semipilosum var. glabrescens",NA,"J. B. Gillett",FALSE,50668
"50669",50669,"DIERPEN","Dierama pendulum","Dierama pendulum",NA,"(Thunb.) Baker",FALSE,50669
"50670",50670,"SALVNIL","Salvia nilotica","Salvia nilotica",NA,"Juss. ex Jacq.",FALSE,50670
"50671",50671,"ARISALA","Aristea alata","Aristea alata",NA,"Baker",FALSE,50671
"50672",50672,"ERAGOLI","Eragrostis olivacea","Eragrostis olivacea",NA,"K. Schum.",FALSE,50672
"50673",50673,"HELINUD","Helichrysum nudifolium","Helichrysum nudifolium",NA,"(L.) Less.",FALSE,50673
"50674",50674,"HELINUD","Helichrysum gerberifol","Helichrysum gerberifolium",NA,"Sch. Bip. ex A. Rich.",TRUE,50673
"50675",50675,"HELIUMB","Helictotrichon umbrosu","Helictotrichon umbrosum",NA,"(Hochst. ex Steud.) C.E. Hubb.",FALSE,50675
"50676",50676,"ELEUJAE","Eleusine jaegeri","Eleusine jaegeri",NA,"Pilg.",FALSE,50676
"50677",50677,"STYLFRU","Stylosanthes fruticosa","Stylosanthes fruticosa",NA,"(Retz.) Alston",FALSE,50677
"50678",50678,"PENTL.N","Pentas lanceolata var.","Pentas lanceolata var. nemorosa",NA,"(Chiov.) Verdc.",FALSE,50678
"50679",50679,"SAGIAFR","Sagina afroalpina","Sagina afroalpina",NA,"Hedberg",FALSE,50679
"50680",50680,"ECHIHOE","Echinops hoehnelii","Echinops hoehnelii",NA,"Schweinf.",FALSE,50680
"50681",50681,"STACA.A","Stachys aculeolata var","Stachys aculeolata var. aculeolata",NA,"Hook. f.",FALSE,50681
"50682",50682,"STACA.A","Stachys subrenifolia","Stachys subrenifolia",NA,"T.C.E. Fr.",TRUE,50681
"51003",51003,"STACA.A","Stachys bambuseti","Stachys bambuseti",NA,"T.C.E. Fr.",TRUE,50681
"50683",50683,"SENEMOO","Senecio moorei","Senecio moorei",NA,"R. E. Fr.",FALSE,50683
"50684",50684,"TRIFB.J","Trifolium burchellianu","Trifolium burchellianum ssp. johnstonii",NA,"(Oliv.) Cufod. ex J. B. Gillett",FALSE,50684
"50685",50685,"ANTHNIV","Anthoxanthum nivale","Anthoxanthum nivale",NA,"K. Schum.",FALSE,50685
"50686",50686,"POA SCH","Poa schimperana","Poa schimperana",NA,"A. Rich.",FALSE,50686
"50687",50687,"ALCHABY","Alchemilla abyssinica","Alchemilla abyssinica",NA,"Fresen.",FALSE,50687
"50688",50688,"ALCHABY","Alchemilla rothii","Alchemilla rothii",NA,"Oliv.",TRUE,50687
"50689",50689,"GUIZJAC","Guizotia jacksonii","Guizotia jacksonii",NA,"(S. Moore) J. Baagoe",FALSE,50689
"50690",50690,"GUIZJAC","Guizotia reptans","Guizotia reptans",NA,"Hutch.",TRUE,50689
"50691",50691,"RANUORE","Ranunculus oreophytus","Ranunculus oreophytus",NA,"Delile",FALSE,50691
"50692",50692,"ANDRAME","Andropogon amethystinu","Andropogon amethystinus",NA,"Steud.",FALSE,50692
"50693",50693,"ALCHPED","Alchemilla pedata","Alchemilla pedata",NA,"Hochst. ex A. Rich.",FALSE,50693
"50694",50694,"ALCHPED","Alchemilla gracilipes","Alchemilla gracilipes",NA,"(Engl.) Engl.",TRUE,50693
"50695",50695,"HYPEPEP","Hypericum peplidifoliu","Hypericum peplidifolium",NA,"A. Rich.",FALSE,50695
"50696",50696,"AGROKIL","Agrostis kilimandschar","Agrostis kilimandscharica",NA,"Mez",FALSE,50696
"50697",50697,"HELIMIL","Helictotrichon milanji","Helictotrichon milanjianum",NA,"(Rendle) C.E. Hubb.",FALSE,50697
"50698",50698,"PENTBOR","Pentaschistis borussic","Pentaschistis borussica",NA,"(K. Schum.) Pilg.",FALSE,50698
"50699",50699,"CINEDEL","Cineraria deltoidea","Cineraria deltoidea",NA,"Sond.",FALSE,50699
"51221",51221,"CINEDEL","Cineraria grandiflora","Cineraria grandiflora",NA,"Vatke",TRUE,50699
"50700",50700,"PIMPO.K","Pimpinella oreophila v","Pimpinella oreophila var. kilimandscharica",NA,"(Engl.) C. C. Towns.",FALSE,50700
"50701",50701,"DESCF.A","Deschampsia flexuosa v","Deschampsia flexuosa var. afromontana",NA,"C.E. Hubb.",FALSE,50701
"50702",50702,"VIOLEMI","Viola eminii","Viola eminii",NA,"(Engl.) R. E. Fr.",FALSE,50702
"50703",50703,"LYCHCRA","Lychnis crassifolia","Lychnis crassifolia",NA,"(T.C.E. Fries) M. Popp",FALSE,50703
"50704",50704,"LYCHCRA","Uebelinia crassifolia","Uebelinia crassifolia",NA,"T.C.E. Fries",TRUE,50703
"50705",50705,"CLINKIL","Clinopodium kilimandsc","Clinopodium kilimandschari",NA,"(G¸rke) Ryding",FALSE,50705
"50706",50706,"CLINKIL","Satureja kilimandschar","Satureja kilimandschari",NA,"(G¸rke) Hedberg",TRUE,50705
"50707",50707,"CONYSUB","Conyza subscaposa","Conyza subscaposa",NA,"O. Hoffm.",FALSE,50707
"50708",50708,"CAREFIS","Carex fischeri","Carex fischeri",NA,"K. Schum.",FALSE,50708
"50709",50709,"CAREFIS","Carex vallis-rosetto","Carex vallis-rosetto",NA,"f.†ramosa K¸k.",TRUE,50708
"50710",50710,"POA LEP","Poa leptoclada","Poa leptoclada",NA,"Hochst. ex A. Rich.",FALSE,50710
"50711",50711,"CARECON","Carex conferta","Carex conferta",NA,"Hochst. ex A. Rich.",FALSE,50711
"50712",50712,"ALCHA.A","Alchemilla argyrophyll","Alchemilla argyrophylla ssp. argyrophylloides",NA,"(Baker f.) Rothm.",FALSE,50712
"50713",50713,"ALCHE.E","Alchemilla ellenbeckii","Alchemilla ellenbeckii ssp. ellenbeckii",NA,"Engl.",FALSE,50713
"50714",50714,"CRASGRA","Crassula granvikii","Crassula granvikii",NA,"Mildbr.",FALSE,50714
"50715",50715,"LOBEABE","Lobelia aberdarica","Lobelia aberdarica",NA,"R. E. Fr. & T.C.E. Fr.",FALSE,50715
"50716",50716,"ISOLFLU","Isolepis fluitans","Isolepis fluitans",NA,"(L.) R. Br.",FALSE,50716
"50717",50717,"ISOLSET","Isolepis setacea","Isolepis setacea",NA,"(L.) R. Br.",FALSE,50717
"50718",50718,"CAREELG","Carex elgonensis","Carex elgonensis",NA,"Nelmes",FALSE,50718
"50719",50719,"LOBEMIN","Lobelia minutula","Lobelia minutula",NA,"Engl.",FALSE,50719
"50720",50720,"GALIKEN","Galium kenyanum","Galium kenyanum",NA,"Verdc.",FALSE,50720
"50721",50721,"CYPED.L","Cyperus denudatus var.","Cyperus denudatus var. lucenti-nigricans",NA,"(K. Schum.) K¸k.",FALSE,50721
"50722",50722,"PYCRMUN","Pycreus mundtii","Pycreus mundtii",NA,"Cherm.",FALSE,50722
"50723",50723,"PYCRMUN","Cyperus mundtii","Cyperus mundtii",NA,"(Nees) Kunth",TRUE,50722
"50724",50724,"EPILS.S","Epilobium stereophyllu","Epilobium stereophyllum var. stereophyllum",NA,"Fresen.",FALSE,50724
"50725",50725,"JUNCEFF","Juncus effusus","Juncus effusus",NA,"L.",FALSE,50725
"50726",50726,"JUNCD.B","Juncus dregeanus ssp.","Juncus dregeanus ssp. bachiti",NA,"(Hochst. ex Steud.) Hedberg",FALSE,50726
"50727",50727,"RANUVOL","Ranunculus volkensii","Ranunculus volkensii",NA,"Engl.",FALSE,50727
"50728",50728,"POLYSCH","Polypogon schimperianu","Polypogon schimperianus",NA,"(Hochst. ex Steud.) Cope",FALSE,50728
"50729",50729,"POLYSCH","Agrostis schimperiana","Agrostis schimperiana",NA,"Hochst. ex Steud.",TRUE,50728
"50730",50730,"CAREBEQ","Carex bequaertii","Carex bequaertii",NA,"De Wild.",FALSE,50730
"50731",50731,"RUMERUW","Rumex ruwenzoriensis","Rumex ruwenzoriensis",NA,"Chiov.",FALSE,50731
"50732",50732,"LOBEBAM","Lobelia bambuseti","Lobelia bambuseti",NA,"R. E. Fr. & T.C.E. Fr.",FALSE,50732
"50733",50733,"ISOLCOS","Isolepis costata","Isolepis costata",NA,"Hochst. ex A. Rich.",FALSE,50733
"50734",50734,"UTRILIV","Utricularia livida","Utricularia livida",NA,"E. Mey.",FALSE,50734
"50735",50735,"AFROF.B","Afrosciadium friesioru","Afrosciadium friesiorum var. bipinnatum",NA,"(C. C. Towns.) P.J.D. Winter",FALSE,50735
"50736",50736,"AFROF.B","Peucedanum friesiorum","Peucedanum friesiorum var. bipinnatum",NA,"C. C. Towns.",TRUE,50735
"51042",51042,"AFROF.B","Peucedanum aberdarense","Peucedanum aberdarense",NA,"H. Wolff",TRUE,50735
"50737",50737,"IMPAHOE","Impatiens hoehnelii","Impatiens hoehnelii",NA,"T.C.E. Fr.",FALSE,50737
"50738",50738,"SUBUMON","Subularia monticola","Subularia monticola",NA,"A. Br. ex Schweinf.",FALSE,50738
"50740",50740,"FESTABY","Festuca abyssinica","Festuca abyssinica",NA,"Hochst. ex A. Rich.",FALSE,50740
"50958",50958,"FESTABY","Festuca abyssinica var","Festuca abyssinica var. abyssinica",NA,"A.Rich.",TRUE,50740
"50741",50741,"HELIFOR","Helichrysum forskahlii","Helichrysum forskahlii",NA,"(J.F. Gmel.) Hilliard & B.L. Burtt",FALSE,50741
"50742",50742,"ACHYA.S","Achyranthes aspera var","Achyranthes aspera var. sicula",NA,"L.",FALSE,50742
"50743",50743,"ALCHCRY","Alchemilla cryptantha","Alchemilla cryptantha",NA,"Steud. ex A. Rich.",FALSE,50743
"50744",50744,"ALCHFIS","Alchemilla fischeri","Alchemilla fischeri",NA,"Engl.",FALSE,50744
"50745",50745,"LYSISER","Lysimachia serpens","Lysimachia serpens",NA,"(Hochst. ex A. DC.) U. Manns & Anderb.",FALSE,50745
"50746",50746,"LYSISER","Anagallis serpens ssp.","Anagallis serpens ssp. meyeri-johannis",NA,"(Engl.) P. Taylor",TRUE,50745
"51242",51242,"LYSISER","Anagallis serpens","Anagallis serpens",NA,"Hochst. ex A. DC.",TRUE,50745
"50747",50747,"ANTHTIG","Anthemis tigreensis","Anthemis tigreensis",NA,"J. Gay ex A. Rich.",FALSE,50747
"50748",50748,"ARABALP","Arabis alpina","Arabis alpina",NA,"L.",FALSE,50748
"50749",50749,"HEDBABY","Hedbergia abyssinica","Hedbergia abyssinica",NA,"(Hochst. ex Benth.) Molau",FALSE,50749
"50750",50750,"HEDBABY","Bartsia abyssinica var","Bartsia abyssinica var. petitiana",NA,"(A. Rich.) Hedberg & al.",TRUE,50749
"50751",50751,"BROMLEP","Bromus leptoclados","Bromus leptoclados",NA,"Nees",FALSE,50751
"50752",50752,"CARESTE","Carex sterilis","Carex sterilis",NA,"Willd.",FALSE,50752
"50753",50753,"CASSUSA","Cassia usambarensis","Cassia usambarensis",NA,"Taub.",FALSE,50753
"50754",50754,"CASSUSA","Chamaecrista usambaren","Chamaecrista usambarensis",NA,"(Taub.) Standl.",TRUE,50753
"50755",50755,"CERAAFR","Cerastium afromontanum","Cerastium afromontanum",NA,"T.C.E. Fr. & Weim.",FALSE,50755
"50756",50756,"CONYWEL","Conyza welwitschii","Conyza welwitschii",NA,"(S. Moore) Wild",FALSE,50756
"50758",50758,"DESCCAE","Deschampsia caespitosa","Deschampsia caespitosa",NA,"(L.) P. Beauv.",FALSE,50758
"50759",50759,"DICHCHR","Dichrocephala chrysant","Dichrocephala chrysanthemifolia",NA,"(Blume) DC.",FALSE,50759
"50760",50760,"DIGID.U","Digitaria diagonalis v","Digitaria diagonalis var. uniglumis",NA,"(Hochst. ex A. Rich.) Pilg.",FALSE,50760
"52173",52173,"DIGID.U","Digitaria uniglumis","Digitaria uniglumis",NA,"(Hochst. ex A. Rich.) Stapf",TRUE,50760
"50761",50761,"FESTMEK","Festuca mekiste","Festuca mekiste",NA,"Clayton",FALSE,50761
"50762",50762,"GALIRUW","Galium ruwenzoriense","Galium ruwenzoriense",NA,"(Cortesi) Chiov.",FALSE,50762
"50763",50763,"GERAV.V","Geranium vagans ssp. v","Geranium vagans ssp. vagans",NA,"Baker",FALSE,50763
"50766",50766,"KALAD.D","Kalanchoe densiflora v","Kalanchoe densiflora var. densiflora",NA,"Rolfe",FALSE,50766
"50767",50767,"LATHHYG","Lathyrus hygrophilus","Lathyrus hygrophilus",NA,"Taub.",FALSE,50767
"50768",50768,"LEUC.SP","Leucas species","Leucas species",NA,"NA",FALSE,50768
"50769",50769,"LOBEHOL","Lobelia holstii","Lobelia holstii",NA,"Engl.",FALSE,50769
"50770",50770,"LUZUABY","Luzula abyssinica","Luzula abyssinica",NA,"Parl.",FALSE,50770
"50771",50771,"LYSIRUH","Lysimachia ruhmeriana","Lysimachia ruhmeriana",NA,"Vatke",FALSE,50771
"50772",50772,"PENN.SP","Pennisetum species","Pennisetum species",NA,"NA",FALSE,50772
"50773",50773,"PHYLB.H","Phyllanthus boehmii va","Phyllanthus boehmii var. humilis",NA,"Steud. ex A. Rich.",FALSE,50773
"50774",50774,"POA ANN","Poa annua","Poa annua",NA,"L.",FALSE,50774
"50775",50775,"MICRIMB","Micromeria imbricata","Micromeria imbricata",NA,"(Forssk.) C. Chr.",FALSE,50775
"50776",50776,"MICRIMB","Satureja biflora","Satureja biflora",NA,"(Buch.-Ham. ex D. Don) Briq.",TRUE,50775
"52156",52156,"MICRIMB","Micromeria biflora","Micromeria biflora",NA,"(Buch.-Ham. ex D. Don) Benth.",TRUE,50775
"50777",50777,"SIBTEUR","Sibthorpia europaea","Sibthorpia europaea",NA,"L.",FALSE,50777
"50778",50778,"TORIARV","Torilis arvensis","Torilis arvensis",NA,"(Huds.) Link",FALSE,50778
"50779",50779,"TRIFMUL","Trifolium multinerve","Trifolium multinerve",NA,"(Hochst.) A. Rich.",FALSE,50779
"50780",50780,"VEROABY","Veronica abyssinica","Veronica abyssinica",NA,"Fresen.",FALSE,50780
"50781",50781,"VIOLNAN","Viola nannae","Viola nannae",NA,"R. E. Fr.",FALSE,50781
"50782",50782,"WAHLSCO","Wahlenbergia scottii","Wahlenbergia scottii",NA,"Thulin",FALSE,50782
"50783",50783,"WAHLVIR","Wahlenbergia virgata","Wahlenbergia virgata",NA,"Engl.",FALSE,50783
"50784",50784,"PASSSUB","Passiflora subpeltata","Passiflora subpeltata",NA,"Ortega",FALSE,50784
"50786",50786,"LUZU.SP","Luzula species","Luzula species",NA,"NA",FALSE,50786
"50788",50788,"TRICE.M","Trichocladus ellipticu","Trichocladus ellipticus subsp. malosanus",NA,"(Baker) Verdc.",FALSE,50788
"50789",50789,"PSEUPOL","Pseudechinolaena polys","Pseudechinolaena polystachya",NA,"(Kunth) Stapf",FALSE,50789
"50790",50790,"TRAGBRE","Tragia brevipes","Tragia brevipes",NA,"Pax",FALSE,50790
"50791",50791,"ACRIVOL","Acritochaete volkensii","Acritochaete volkensii",NA,"Pilg.",FALSE,50791
"50793",50793,"PLATAFR","Platostoma africanum","Platostoma africanum",NA,"P. Beauv.",FALSE,50793
"50794",50794,"STRELON","Streblochaete longiari","Streblochaete longiarista",NA,"(A. Rich.) Pilg.",FALSE,50794
"50795",50795,"HYDRM.M","Hydrocotyle mannii var","Hydrocotyle mannii var. mannii",NA,"Hook.f.",FALSE,50795
"50796",50796,"PILEUSA","Pilea usambarensis","Pilea usambarensis",NA,"Engl.",FALSE,50796
"50797",50797,"POLYKIK","Polyscias kikuyuensis","Polyscias kikuyuensis",NA,"Summerh.",FALSE,50797
"50798",50798,"CARDAFM","Carduus afromontanus","Carduus afromontanus",NA,"R. E. Fr.",FALSE,50798
"50799",50799,"SOLAACS","Solanum aculeatissimum","Solanum aculeatissimum",NA,"Jacq.",FALSE,50799
"50800",50800,"STIPD.E","Stipa dregeana var. el","Stipa dregeana var. elongata",NA,"(Nees) Stapf",FALSE,50800
"50801",50801,"EHRHE.A","Ehrharta erecta var. a","Ehrharta erecta var. abyssinica",NA,"(Hochst.) Pilg.",FALSE,50801
"50802",50802,"EHREC.S","Ehretia cymosa var. si","Ehretia cymosa var. silvatica",NA,"(G¸rke) Brenan",FALSE,50802
"50803",50803,"BERSA.A","Bersama abyssinica ssp","Bersama abyssinica ssp. abyssinica",NA,"Fresen.",FALSE,50803
"50804",50804,"VANGV.V","Vangueria volkensii va","Vangueria volkensii var. volkensii",NA,"K. Schum.",FALSE,50804
"50805",50805,"VANG.SP","Vangueria species","Vangueria species",NA,"NA",FALSE,50805
"50806",50806,"STEPA.A","Stephania abyssinica v","Stephania abyssinica var. abyssinica",NA,"(Quart. -Dill. & A. Rich.) Walp.",FALSE,50806
"50807",50807,"CROTA.I","Crotalaria agatiflora","Crotalaria agatiflora ssp. imperialis",NA,"(Taub.) Polhill",FALSE,50807
"50808",50808,"LANTTRI","Lantana trifolia","Lantana trifolia",NA,"L.",FALSE,50808
"50809",50809,"LEONO.R","Leonotis ocymifolia va","Leonotis ocymifolia var. raineriana",NA,"(Vis.) Iwarsson",FALSE,50809
"50810",50810,"LEONO.R","Leonotis mollissima","Leonotis mollissima",NA,"G¸rke",TRUE,50809
"50811",50811,"VERNURT","Vernonia urticifolia","Vernonia urticifolia",NA,"A. Rich.",FALSE,50811
"50812",50812,"THEL.SP","Thelypteris species","Thelypteris species",NA,"NA",FALSE,50812
"50813",50813,"VANGI.R","Vangueria infausta ssp","Vangueria infausta ssp. rotundata",NA,"(Robyns) Verdc.",FALSE,50813
"50814",50814,"CYPER.M","Cyperus rotundus ssp.","Cyperus rotundus ssp. merkeri",NA,"(C.B. Clarke) K¸k.",FALSE,50814
"50815",50815,"OPLIH.H","Oplismenus hirtellus s","Oplismenus hirtellus ssp. hirtellus",NA,"(L.) P. Beauv.",FALSE,50815
"50816",50816,"CYPERIG","Cyperus rigidifolius","Cyperus rigidifolius",NA,"Steud.",FALSE,50816
"50817",50817,"VIGNP.M","Vigna parkeri ssp. mar","Vigna parkeri ssp. maranguensis",NA,"(Taub.) Verdc.",FALSE,50817
"50818",50818,"CHLOVIR","Chloris virgata","Chloris virgata",NA,"Sw.",FALSE,50818
"50819",50819,"EUPHI.I","Euphorbia inaequilater","Euphorbia inaequilatera var. inaequilatera",NA,"Sond.",FALSE,50819
"50820",50820,"AMARH.H","Amaranthus hybridus ss","Amaranthus hybridus ssp. hybridus",NA,"L.",FALSE,50820
"50821",50821,"AERVLAN","Aerva lanata","Aerva lanata",NA,"(L.)",FALSE,50821
"50822",50822,"SIDATER","Sida ternata","Sida ternata",NA,"L. f.",FALSE,50822
"50823",50823,"CONYALB","Conyza albida","Conyza albida",NA,"Spreng.",FALSE,50823
"50824",50824,"CONYALB","Conyza floribunda","Conyza floribunda",NA,"Kunth",TRUE,50823
"50825",50825,"CONYHOC","Conyza hochstetteri","Conyza hochstetteri",NA,"Sch. Bip. ex A. Rich.",FALSE,50825
"50826",50826,"LEPIAFR","Lepidium africanum","Lepidium africanum",NA,"(Burm. f.) DC.",FALSE,50826
"50827",50827,"SIDATEN","Sida tenuicarpa","Sida tenuicarpa",NA,"Vollesen",FALSE,50827
"50828",50828,"DYSCRAD","Dyschoriste radicans","Dyschoriste radicans",NA,"Nees",FALSE,50828
"50829",50829,"ERAGCHA","Eragrostis chalarothyr","Eragrostis chalarothyrsos",NA,"C.E. Hubb.",FALSE,50829
"50830",50830,"COMMREP","Commelina reptans","Commelina reptans",NA,"Brenan",FALSE,50830
"50831",50831,"HYPOANG","Hypoxis angustifolia","Hypoxis angustifolia",NA,"Lam.",FALSE,50831
"50832",50832,"MURDSIM","Murdannia simplex","Murdannia simplex",NA,"(Vahl) Brenan",FALSE,50832
"50833",50833,"CENCHOH","Cenchrus hohenackeri","Cenchrus hohenackeri",NA,"(Hochst. ex Steud.) Morrone",FALSE,50833
"50834",50834,"CENCHOH","Pennisetum hohenackeri","Pennisetum hohenackeri",NA,"Hochst. ex Steud.",TRUE,50833
"50835",50835,"CYPED.D","Cyperus denudatus var.","Cyperus denudatus var. denudatus",NA,"C.B. Clarke",FALSE,50835
"50837",50837,"CRASS.P","Crassula schimperi ssp","Crassula schimperi ssp. phyturus",NA,"(Mildbr.) R. Fern.",FALSE,50837
"50838",50838,"JUSTUNY","Justicia unyorensis","Justicia unyorensis",NA,"S. Moore",FALSE,50838
"50839",50839,"BOTHGLA","Bothriocline glabresce","Bothriocline glabrescens",NA,"C. Jeffrey",FALSE,50839
"50841",50841,"BOTHINS","Bothriochloa insculpta","Bothriochloa insculpta",NA,"(Hochst. ex A. Rich.) A. Camus",FALSE,50841
"50842",50842,"CARDOBL","Cardamine obliqua","Cardamine obliqua",NA,"Hochst. ex A. Rich.",FALSE,50842
"50844",50844,"COMMLAT","Commelina latifolia","Commelina latifolia",NA,"Hochst. ex A. Rich.",FALSE,50844
"50845",50845,"CONYTIG","Conyza tigrensis","Conyza tigrensis",NA,"Oliv. & Hiern",FALSE,50845
"50846",50846,"CROTINC","Crotalaria incana","Crotalaria incana",NA,"L.",FALSE,50846
"50847",50847,"CYATC.C","Cyathula cylindrica va","Cyathula cylindrica var. cylindrica",NA,"Moq.",FALSE,50847
"50848",50848,"CYATC.C","Cyathula mannii","Cyathula mannii",NA,"Baker",TRUE,50847
"50849",50849,"DICLCOL","Dicliptera colorata","Dicliptera colorata",NA,"C.B. Clarke",FALSE,50849
"50850",50850,"DISCERE","Discopodium eremanthum","Discopodium eremanthum",NA,"Chiov.",FALSE,50850
"50851",50851,"DISPDIC","Disperis dicerochila","Disperis dicerochila",NA,"Summerh.",FALSE,50851
"50852",50852,"DORSH.S","Dorstenia hildebrandti","Dorstenia hildebrandtii var. schlechteri",NA,"(Engl.) Hijman",FALSE,50852
"50853",50853,"DRYPG.G","Drypetes gerrardii var","Drypetes gerrardii var. gerrardii",NA,"Hutch.",FALSE,50853
"50854",50854,"GALIS.A","Galium spurium ssp. af","Galium spurium ssp. africanum",NA,"Verdc.",FALSE,50854
"50856",50856,"GERAA.A","Geranium arabicum var.","Geranium arabicum var. arabicum",NA,"Forssk.",FALSE,50856
"50857",50857,"GYNUSCA","Gynura scandens","Gynura scandens",NA,"O. Hoffm.",FALSE,50857
"50858",50858,"HELISCH","Helichrysum schimperi","Helichrysum schimperi",NA,"(Sch. Bip. ex A. Rich.) Moeser",FALSE,50858
"50859",50859,"HELISCO","Heliotropium scotteae","Heliotropium scotteae",NA,"Rendle",FALSE,50859
"50860",50860,"HELIMYS","Helinus mystacinus","Helinus mystacinus",NA,"(Aiton) E. Mey. ex Steud.",FALSE,50860
"50861",50861,"SIMIGOE","Simirestis goetzei","Simirestis goetzei",NA,"(Loes.) N. HallÈ ex R. Wilczek",FALSE,50861
"50862",50862,"SIMIGOE","Hippocratea goetzei","Hippocratea goetzei",NA,"Loes.",TRUE,50861
"50863",50863,"HYDRRAN","Hydrocotyle ranunculoi","Hydrocotyle ranunculoides",NA,"L. f.",FALSE,50863
"50864",50864,"IMPAM.C","Impatiens meruensis ss","Impatiens meruensis ssp. cruciata",NA,"(T.C.E. Fr.) Grey-Wilson",FALSE,50864
"50865",50865,"IPOMTEN","Ipomoea tenuirostris","Ipomoea tenuirostris",NA,"Steud. ex Choisy",FALSE,50865
