"","TaxonUsageID","LETTERCODE","SHORTNAME","TaxonName","NATIVENAME","AuthorName","SYNONYM","TaxonConceptID"
"51632",51632,"PTERRUS","Pterodiscus ruspolii","Pterodiscus ruspolii",NA,"Engl.",FALSE,51632
"51633",51633,"SCLEANN","Scleranthus annuus","Scleranthus annuus",NA,"L.",FALSE,51633
"51634",51634,"LEPTOBT","Leptochloa obtusiflora","Leptochloa obtusiflora",NA,"Hochst.",FALSE,51634
"51635",51635,"OROPTHO","Oropetium thomaeum","Oropetium thomaeum",NA,"(L. f.) Trin.",FALSE,51635
"51636",51636,"CENCGEN","Cenchrus geniculatus","Cenchrus geniculatus",NA,"Thunb.",FALSE,51636
"51637",51637,"CENCGEN","Pennisetum thunbergii","Pennisetum thunbergii",NA,"Kunth",TRUE,51636
"51638",51638,"POUZPAR","Pouzolzia parasitica","Pouzolzia parasitica",NA,"(Forssk.) Schweinf.",FALSE,51638
"51639",51639,"ABUTRAM","Abutilon ramosum","Abutilon ramosum",NA,"(Cav.) Guill. & Perr.",FALSE,51639
"51640",51640,"PSEUHIL","Pseuderanthemum hildeb","Pseuderanthemum hildebrandtii",NA,"Lindau",FALSE,51640
"51641",51641,"SETALIN","Setaria lindenbergiana","Setaria lindenbergiana",NA,"(Nees) Stapf",FALSE,51641
"51642",51642,"GERALOB","Gerrardanthus lobatus","Gerrardanthus lobatus",NA,"(Cogn.) C. Jeffrey",FALSE,51642
"51643",51643,"HAPLFOL","Haplocoelum foliolosum","Haplocoelum foliolosum",NA,"(Hiern) Bullock",FALSE,51643
"51644",51644,"VEPRSAM","Vepris samburuensis","Vepris samburuensis",NA,"Kokwaro",FALSE,51644
"51645",51645,"LANNTRI","Lannea triphylla","Lannea triphylla",NA,"(Hochst. ex A. Rich.) Engl.",FALSE,51645
"51646",51646,"COMMERL","Commiphora erlangerian","Commiphora erlangeriana",NA,"Engl.",FALSE,51646
"51647",51647,"EUPHSFF","Euphorbia scheffleri","Euphorbia scheffleri",NA,"Pax",FALSE,51647
"51648",51648,"CYNAVIM","Cynanchum viminale","Cynanchum viminale",NA,"(L.) L.",FALSE,51648
"51649",51649,"CYNAVIM","Sarcostemma viminale","Sarcostemma viminale",NA,"(L.) R. Br.",TRUE,51648
"51650",51650,"ALBUABY","Albuca abyssinica","Albuca abyssinica",NA,"Jacq.",FALSE,51650
"51651",51651,"ALBUABY","Albuca wakefieldii","Albuca wakefieldii",NA,"Baker",TRUE,51650
"51652",51652,"OBETRAD","Obetia radula","Obetia radula",NA,"(Baker) Baker ex B.D. Jacks.",FALSE,51652
"51653",51653,"OBETRAD","Obetia pinnatifida","Obetia pinnatifida",NA,"Baker",TRUE,51652
"51654",51654,"JASMFLU","Jasminum fluminense","Jasminum fluminense",NA,"Vell.",FALSE,51654
"51655",51655,"BIDEHIL","Bidens hildebrandtii","Bidens hildebrandtii",NA,"O. Hoffm.",FALSE,51655
"51656",51656,"CROTDES","Crotalaria deserticola","Crotalaria deserticola",NA,"Taub. ex Baker f.",FALSE,51656
"51657",51657,"FICUING","Ficus ingens","Ficus ingens",NA,"(Miq.) Miq.",FALSE,51657
"51658",51658,"OLIVHIL","Oliverella hildebrandt","Oliverella hildebrandtii",NA,"(Engl.) Tiegh.",FALSE,51658
"51659",51659,"MARIR.R","Mariscus richardii var","Mariscus richardii var. rohlfsii",NA,"(Boeckeler) Cufod.",FALSE,51659
"51660",51660,"MARIR.R","Mariscus rohlfsii","Mariscus rohlfsii",NA,"(Boeckeler) C.B. Clarke",TRUE,51659
"51661",51661,"CRABVEL","Crabbea velutina","Crabbea velutina",NA,"S. Moore",FALSE,51661
"51662",51662,"PHYL.SP","Phyllanthus species","Phyllanthus species",NA,"NA",FALSE,51662
"51663",51663,"SOLARIC","Solanum richardii","Solanum richardii",NA,"Dunal",FALSE,51663
"51664",51664,"GREWTRI","Grewia trichocarpa","Grewia trichocarpa",NA,"Hochst. ex A. Rich.",FALSE,51664
"51665",51665,"MOMOCAL","Momordica calantha","Momordica calantha",NA,"Gilg",FALSE,51665
"51666",51666,"EUPHCRO","Euphorbia crotonoides","Euphorbia crotonoides",NA,"Boiss.",FALSE,51666
"51667",51667,"ZANTCHA","Zanthoxylum chalybeum","Zanthoxylum chalybeum",NA,"Engl.",FALSE,51667
"51669",51669,"CYPHGLA","Cyphia glandulifera","Cyphia glandulifera",NA,"Hochst. ex A. Rich.",FALSE,51669
"51670",51670,"CERO.SP","Ceropegia species","Ceropegia species",NA,"NA",FALSE,51670
"51672",51672,"CYPEPSE","Cyperus pseudoleptocla","Cyperus pseudoleptocladus",NA,"K¸k.",FALSE,51672
"51673",51673,"KOTSAES","Kotschya aeschynomenoi","Kotschya aeschynomenoides",NA,"(Welw. ex Baker) Dewit & P.A. Duvign.",FALSE,51673
"51674",51674,"MELIMIN","Melinis minutiflora","Melinis minutiflora",NA,"P. Beauv.",FALSE,51674
"51675",51675,"PELLCAL","Pellaea calomelanos","Pellaea calomelanos",NA,"(Sw.) Link",FALSE,51675
"51676",51676,"PHRARUF","Phragmanthera rufescen","Phragmanthera rufescens",NA,"(DC.) Balle",FALSE,51676
"51677",51677,"PROTGAG","Protea gaguedi","Protea gaguedi",NA,"J.F. Gmel.",FALSE,51677
"51678",51678,"CONYPYR","Conyza pyrrhopappa","Conyza pyrrhopappa",NA,"Sch. Bip. ex A. Rich.",FALSE,51678
"51679",51679,"CYPEFIS","Cyperus fischerianus","Cyperus fischerianus",NA,"G. W. Schimp. ex A. Rich.",FALSE,51679
"51680",51680,"MYROFLA","Myrothamnus flabellifo","Myrothamnus flabellifolius",NA,"Welw.",FALSE,51680
"51682",51682,"COTYBAR","Cotyledon barbeyi","Cotyledon barbeyi",NA,"Schweinf. ex Baker",FALSE,51682
"51683",51683,"ALOENYE","Aloe nyeriensis","Aloe nyeriensis",NA,"Christian",FALSE,51683
"51684",51684,"COLEABY","Coleochloa abyssinica","Coleochloa abyssinica",NA,"(Hochst. ex A. Rich.) Gilly",FALSE,51684
"51685",51685,"DRACELL","Dracaena ellenbeckiana","Dracaena ellenbeckiana",NA,"Engl.",FALSE,51685
"51686",51686,"SOLEROT","Solenostemon rotundifo","Solenostemon rotundifolius",NA,"(Poir.) J. K. Morton",FALSE,51686
"51687",51687,"KALACIT","Kalanchoe citrina","Kalanchoe citrina",NA,"Schweinf.",FALSE,51687
"51689",51689,"GOMPSTE","Gomphocarpus stenophyl","Gomphocarpus stenophyllus",NA,"Oliv.",FALSE,51689
"51690",51690,"HYPOOBT","Hypoxis obtusa","Hypoxis obtusa",NA,"Burch.",FALSE,51690
"51691",51691,"CHLOAND","Chlorophytum andongens","Chlorophytum andongense",NA,"Baker",FALSE,51691
"51692",51692,"CLEOSIL","Cleome silvatica","Cleome silvatica",NA,"Gilg & Gilg-Ben.",FALSE,51692
"51693",51693,"PAPPCAP","Pappea capensis","Pappea capensis",NA,"Eckl. & Zeyh.",FALSE,51693
"51694",51694,"LUFFCYL","Luffa cylindrica","Luffa cylindrica",NA,"M. Roem.",FALSE,51694
"51695",51695,"KALAPRI","Klanchoe prittwitzii","Klanchoe prittwitzii",NA,"Engl.",FALSE,51695
"51696",51696,"KALAPRI","Kalanchoe lugardii","Kalanchoe lugardii",NA,"Bullock",TRUE,51695
"51697",51697,"COMMZAM","Commelina zambesica","Commelina zambesica",NA,"C.B. Clarke",FALSE,51697
"51698",51698,"CYANFOE","Cyanotis foecunda","Cyanotis foecunda",NA,"Hochst. ex Hassk.",FALSE,51698
"51699",51699,"FICUNAT","Ficus natalensis","Ficus natalensis",NA,"Hochst.",FALSE,51699
"51700",51700,"ANEIJOH","Aneilema johnstonii","Aneilema johnstonii",NA,"K. Schum.",FALSE,51700
"51701",51701,"CEROALB","Ceropegia albisepta","Ceropegia albisepta",NA,"Jum. & H. Perrier",FALSE,51701
"51702",51702,"CEROALB","Ceropegia succulenta","Ceropegia succulenta",NA,"E. A. Bruce",TRUE,51701
"51703",51703,"AGELOEH","Agelanthus oehleri","Agelanthus oehleri",NA,"(Engl.) Polhill & Wiens",FALSE,51703
"51704",51704,"AGELOEH","Tapinanthus oehleri","Tapinanthus oehleri",NA,"(Engl.) Danser",TRUE,51703
"51705",51705,"AFROGRA","Afrocarpus gracilior","Afrocarpus gracilior",NA,"(Pilg.) C. N. Page",FALSE,51705
"51706",51706,"AFROGRA","Podocarpus gracilior","Podocarpus gracilior",NA,"Pilg.",TRUE,51705
"51709",51709,"CYPHBAM","Cyphostemma bambuseti","Cyphostemma bambuseti",NA,"(Gilg & M. Brandt) Desc. ex Wild & R. B. Drumm.",FALSE,51709
"51711",51711,"SOLACYD","Solanecio cydoniifoliu","Solanecio cydoniifolius",NA,"(O. Hoffm.) C. Jeffrey",FALSE,51711
"51712",51712,"PERGDAE","Pergularia daemia","Pergularia daemia",NA,"(Forssk.) Chiov.",FALSE,51712
"51713",51713,"ANEIHOC","Aneilema hockii","Aneilema hockii",NA,"De Wild.",FALSE,51713
"51714",51714,"ACAL.SP","Acalypha species","Acalypha species",NA,"NA",FALSE,51714
"51716",51716,"TAREPAV","Tarenna pavettoides","Tarenna pavettoides",NA,"(Harv.) Sim",FALSE,51716
"51717",51717,"CROTFAS","Crotalaria fasciculari","Crotalaria fascicularis",NA,"Polhill",FALSE,51717
"51718",51718,"COCC.SP","Coccinia species","Coccinia species",NA,"NA",FALSE,51718
"51719",51719,"AERA.SP","Aerangis species","Aerangis species",NA,"NA",FALSE,51719
"51720",51720,"PRISPAN","Pristimera paniculata","Pristimera paniculata",NA,"(Vahl) N. HallÈ",FALSE,51720
"51721",51721,"PRISPAN","Hippocratea paniculata","Hippocratea paniculata",NA,"Vahl",TRUE,51720
"51723",51723,"PODOMIL","Podocarpus milanjianus","Podocarpus milanjianus",NA,"Rendle",FALSE,51723
"51724",51724,"ROTHMYR","Rotheca myricoides","Rotheca myricoides",NA,"(Hochst.) Steane & Mabb.",FALSE,51724
"51725",51725,"ROTHMYR","Clerodendrum myricoide","Clerodendrum myricoides",NA,"(Hochst.) R. Br. ex Vatke",TRUE,51724
"51726",51726,"CRASVOL","Crassula volkensii","Crassula volkensii",NA,"Engl.",FALSE,51726
"51727",51727,"PELLDUR","Pellaea dura","Pellaea dura",NA,"(Willd.) Hook.",FALSE,51727
"51728",51728,"ADIAINC","Adiantum incisum","Adiantum incisum",NA,"Forssk.",FALSE,51728
"51730",51730,"IMPASOD","Impatiens sodenii","Impatiens sodenii",NA,"Engl. & Warb.",FALSE,51730
"51731",51731,"PEPEFER","Peperomia fernandopoia","Peperomia fernandopoiana",NA,"C. DC.",FALSE,51731
"51732",51732,"STACACU","Stachys aculeolata","Stachys aculeolata",NA,"Hook. f.",FALSE,51732
"51733",51733,"VERNGAR","Vernonia garnieriana","Vernonia garnieriana",NA,"Klatt",FALSE,51733
"51734",51734,"VERNGAR","Vernonia parviflora","Vernonia parviflora",NA,"Klatt",TRUE,51733
"51735",51735,"CSSI.SP","Cassipourea species","Cassipourea species",NA,"NA",FALSE,51735
"51736",51736,"ZIZIPUB","Ziziphus pubescens","Ziziphus pubescens",NA,"Oliv.",FALSE,51736
"51739",51739,"AEONLEU","Aeonium leucoblepharum","Aeonium leucoblepharum",NA,"Webb ex A. Rich.",FALSE,51739
"51740",51740,"ASPLMEG","Asplenium megalura","Asplenium megalura",NA,"Hieron.",FALSE,51740
"51741",51741,"PANIHOC","Panicum hochstetteri","Panicum hochstetteri",NA,"Steud.",FALSE,51741
"51742",51742,"CRSS.SP","Crassocephalum species","Crassocephalum species",NA,"NA",FALSE,51742
"51743",51743,"COCCHIR","Cocculus hirsutus","Cocculus hirsutus",NA,"(L.) W. Theob.",FALSE,51743
"51744",51744,"LAGESPH","Lagenaria sphaerica","Lagenaria sphaerica",NA,"(Sond.) Naudin",FALSE,51744
"51745",51745,"PLECGRA","Plectranthus grandical","Plectranthus grandicalyx",NA,"(E. A. Bruce) J. K. Morton",FALSE,51745
"51746",51746,"AMPHAFR","Amphicarpaea africana","Amphicarpaea africana",NA,"(Hook. f.) Harms",FALSE,51746
"51747",51747,"CEROCAR","Ceropegia carnosa","Ceropegia carnosa",NA,"E. Mey.",FALSE,51747
"51748",51748,"CEROCAR","Ceropegia setifera","Ceropegia setifera",NA,"Schltr.",TRUE,51747
"51749",51749,"LAWSINE","Lawsonia inermis","Lawsonia inermis",NA,"L.",FALSE,51749
"51750",51750,"PLUMZEY","Plumbago zeylanica","Plumbago zeylanica",NA,"L.",FALSE,51750
"51751",51751,"COCCGRA","Coccinia grandis","Coccinia grandis",NA,"(L.) Voigt",FALSE,51751
"51752",51752,"CLITTER","Clitoria ternatea","Clitoria ternatea",NA,"L.",FALSE,51752
"51753",51753,"CORAEPI","Corallocarpus epigaeus","Corallocarpus epigaeus",NA,"(Rottler) C.B. Clarke",FALSE,51753
"51755",51755,"FICUVAL","Ficus vallis-choudae","Ficus vallis-choudae",NA,"Delile",FALSE,51755
"51757",51757,"CYPEINV","Cyperus involucratus","Cyperus involucratus",NA,"Rottb.",FALSE,51757
"51758",51758,"BARLTAI","Barleria taitensis","Barleria taitensis",NA,"S. Moore",FALSE,51758
"51759",51759,"NUXIOPP","Nuxia oppositifolia","Nuxia oppositifolia",NA,"(Hochst.) Benth.",FALSE,51759
"51760",51760,"FICUWAK","Ficus wakefieldii","Ficus wakefieldii",NA,"Hutch.",FALSE,51760
"51761",51761,"FICU.SP","Ficus species","Ficus species",NA,"NA",FALSE,51761
"51762",51762,"SYZYCOR","Syzygium cordatum","Syzygium cordatum",NA,"Hochst. in C. Krauss",FALSE,51762
"51763",51763,"LAGGCRI","Laggera crispata","Laggera crispata",NA,"(Vahl) Hepper & J.R.I.Wood",FALSE,51763
"51764",51764,"LAGGCRI","Laggera alata","Laggera alata",NA,"(D. Don) Sch. Bip. ex Oliv.",TRUE,51763
"52386",52386,"LAGGCRI","Laggera pterodonta","Laggera pterodonta",NA,"(DC.) Sch.Bip. ex Oliv.",TRUE,51763
"51766",51766,"VERNSYR","Vernonia syringifolia","Vernonia syringifolia",NA,"O. Hoffm.",FALSE,51766
"51767",51767,"DREGABY","Dregea abyssinica","Dregea abyssinica",NA,"(Hochst.) K. Schum.",FALSE,51767
"51768",51768,"CARDCOR","Cardiospermum corindum","Cardiospermum corindum",NA,"L.",FALSE,51768
"51769",51769,"SETAORT","Setaria orthosticha","Setaria orthosticha",NA,"K. Schum. ex R. A. W. Herrm.",FALSE,51769
"51770",51770,"GOUALON","Gouania longispicata","Gouania longispicata",NA,"Engl.",FALSE,51770
"51771",51771,"SONCSTE","Sonchus stenophyllus","Sonchus stenophyllus",NA,"R. E. Fr.",FALSE,51771
"51820",51820,"SCOLZEY","Scolopia zeyheri","Scolopia zeyheri",NA,"(Nees) Harv.",FALSE,51820
"51834",51834,"DOMBBUR","Dombeya burgessiae","Dombeya burgessiae",NA,"Gerrard ex Harv.",FALSE,51834
"51843",51843,"LIPPKIT","Lippia kituiensis","Lippia kituiensis",NA,"Vatke",FALSE,51843
"51847",51847,"OCHNHOL","Ochna holstii","Ochna holstii",NA,"Engl.",FALSE,51847
"51863",51863,"ASPAASP","Asparagus asparagoides","Asparagus asparagoides",NA,"(L.) Druce",FALSE,51863
"51915",51915,"KLEIPET","Kleinia petraea","Kleinia petraea",NA,"(R.E.Fr.) C.Jeffrey",FALSE,51915
"52063",52063,"KLEIPET","Notonia petraea","Notonia petraea",NA,"R. E. Fr.",TRUE,51915
"51923",51923,"SCADM.M","Scadoxus multiflorus s","Scadoxus multiflorus ssp. multiflorus",NA,"(Martyn) Raf.",FALSE,51923
"52010",52010,"OXYAS.S","Oxyanthus speciosus ss","Oxyanthus speciosus ssp. stenocarpus",NA,"(K.Schum.) Bridson",FALSE,52010
"52011",52011,"MARGDIS","Margaritaria discoidea","Margaritaria discoidea",NA,"(Baill.) G.L.Webster",FALSE,52011
"52012",52012,"VEPRHAN","Vepris hanangensis","Vepris hanangensis",NA,"(Kokwaro) Mziray",FALSE,52012
"52013",52013,"ERYTFIS","Erythroxylum fischeri","Erythroxylum fischeri",NA,"Engl.",FALSE,52013
"52014",52014,"ERYTEMA","Erythroxylum emarginat","Erythroxylum emarginatum",NA,"Thonn.",FALSE,52014
"52015",52015,"VANGMAD","Vangueria madagascarie","Vangueria madagascariensis",NA,"J.F. Gmel.",FALSE,52015
"52016",52016,"SHIRELL","Shirakiopsis elliptica","Shirakiopsis elliptica",NA,"(Hochst.) Esser",FALSE,52016
"52017",52017,"SHIRELL","Sapium ellipticum","Sapium ellipticum",NA,"(Hochst.) Pax",TRUE,52016
"52019",52019,"SCHIALA","Schizostephanus alatus","Schizostephanus alatus",NA,"Hochst. ex K.Schum.",FALSE,52019
"52020",52020,"SCHIALA","Cynanchum validum","Cynanchum validum",NA,"N.E. Br.",TRUE,52019
"52021",52021,"DORSBRO","Dorstenia brownii","Dorstenia brownii",NA,"Rendle",FALSE,52021
"52022",52022,"RINOC.M","Rinorea convallarioide","Rinorea convallarioides ssp. marsabitensis",NA,"Grey-Wilson",FALSE,52022
"52023",52023,"CHRYVIR","Chrysophyllum viridifo","Chrysophyllum viridifolium",NA,"J.M.Wood & Franks",FALSE,52023
"52024",52024,"MEINP.C","Meineckia phyllanthoid","Meineckia phyllanthoides ssp. capillariformis",NA,"(Vatke & Pax) G.L.Webster",FALSE,52024
"52025",52025,"CYNALON","Cynanchum longipes","Cynanchum longipes",NA,"N.E.Br.",FALSE,52025
"52026",52026,"SICYPOL","Sicyos polyacantha","Sicyos polyacantha",NA,"Cogn.",FALSE,52026
"52027",52027,"CISSCAC","Cissus cactiformis","Cissus cactiformis",NA,"Gilg",FALSE,52027
"52028",52028,"DIAPSUB","Diaphananthe subsimple","Diaphananthe subsimplex",NA,"Summerh.",FALSE,52028
"52029",52029,"HUNTCON","Hunteria congolana","Hunteria congolana",NA,"Pichon ex Pichon",FALSE,52029
"52030",52030,"ISOGSUB","Isoglossa substrobilin","Isoglossa substrobilina",NA,"C.B.Clarke",FALSE,52030
"52031",52031,"JUSTWHY","Justicia whytei","Justicia whytei",NA,"S.Moore",FALSE,52031
"52032",52032,"PAVEELL","Pavetta elliottii","Pavetta elliottii",NA,"K.Schum. & K.Krause",FALSE,52032
"52033",52033,"ROTHURC","Rothmannia urcelliform","Rothmannia urcelliformis",NA,"(Hiern) Robyns",FALSE,52033
"52034",52034,"VEPRH.U","Vepris hanangensis var","Vepris hanangensis var. unifoliolata",NA,"Kokwaro",FALSE,52034
"52035",52035,"VITESTR","Vitex strickeri","Vitex strickeri",NA,"Vatke & Hildebr.",FALSE,52035
"52036",52036,"DOVYCAF","Dovyalis caffra","Dovyalis caffra",NA,"(Hook.f. & Harv.) Hook.f.",FALSE,52036
"52037",52037,"LUDIMAU","Ludia mauritiana","Ludia mauritiana",NA,"J.F.Gmel.",FALSE,52037
"52038",52038,"ALLOF.F","Allophylus ferrugineus","Allophylus ferrugineus var. ferrugineus",NA,"Taub.",FALSE,52038
"52039",52039,"ALLOF.F","Allophylus macrobotrys","Allophylus macrobotrys",NA,"Gilg",TRUE,52038
"52040",52040,"CAESVOL","Caesalpinia volkensii","Caesalpinia volkensii",NA,"Harms",FALSE,52040
"52041",52041,"OLEACAP","Olea capensis","Olea capensis",NA,"L.",FALSE,52041
"52042",52042,"CROTAXI","Crotalaria axillaris","Crotalaria axillaris",NA,"Aiton",FALSE,52042
"52043",52043,"COCCADO","Coccinia adoensis","Coccinia adoensis",NA,"(A.Rich.) Cogn.",FALSE,52043
"52044",52044,"ALLO.SP","Allophylus species","Allophylus species",NA,"NA",FALSE,52044
"52046",52046,"DEINKIL","Deinbollia kilimandsch","Deinbollia kilimandscharica",NA,"Taub.",FALSE,52046
"52047",52047,"ERIOJAP","Eriobotrya japonica","Eriobotrya japonica",NA,"(Thunb.) Lindl.",FALSE,52047
"52048",52048,"TRADZEB","Tradescantia zebrina","Tradescantia zebrina",NA,"Heynh. ex Bosse",FALSE,52048
"52049",52049,"PEDD.SP","Peddiea species","Peddiea species",NA,"NA",FALSE,52049
"52050",52050,"SCOLTHE","Scolopia theifolia","Scolopia theifolia",NA,"Gilg",FALSE,52050
"52051",52051,"TRIDFUR","Tridactyle furcistipes","Tridactyle furcistipes",NA,"Summerh.",FALSE,52051
"52052",52052,"MAERTRI","Maerua triphylla","Maerua triphylla",NA,"A.Rich.",FALSE,52052
"52053",52053,"AERASOM","Aerangis somalensis","Aerangis somalensis",NA,"(Schltr.) Schltr.",FALSE,52053
"52054",52054,"ANGRERE","Angraecum erectum","Angraecum erectum",NA,"Summerh.",FALSE,52054
"52055",52055,"ASPIPLU","Aspilia pluriseta","Aspilia pluriseta",NA,"Schweinf.",FALSE,52055
"52089",52089,"ASPIPLU","Aspilia asperifolia","Aspilia asperifolia",NA,"O. Hoffm.",TRUE,52055
"52056",52056,"MACRMAR","Macrotyloma maranguens","Macrotyloma maranguense",NA,"(Taub.) Verdc.",FALSE,52056
"52057",52057,"RHOITRI","Rhoicissus tridentata","Rhoicissus tridentata",NA,"(L.f.) Wild & R.B.Drumm.",FALSE,52057
"52058",52058,"TURRABY","Turraea abyssinica","Turraea abyssinica",NA,"Hochst. ex A.Rich.",FALSE,52058
"52059",52059,"POLYVIR","Polystachya virginea","Polystachya virginea",NA,"Summerh.",FALSE,52059
"52060",52060,"GARDTER","Gardenia ternifolia","Gardenia ternifolia",NA,"Schumach. & Thonn.",FALSE,52060
"52061",52061,"DOMBROT","Dombeya rotundifolia","Dombeya rotundifolia",NA,"(Hochst.) Planch.",FALSE,52061
"52062",52062,"ALOEVOL","Aloe volkensii","Aloe volkensii",NA,"Engl.",FALSE,52062
"52064",52064,"ALBUVIR","Albuca virens","Albuca virens",NA,"(Ker Gawl.) J.C.Manning & Goldblatt",FALSE,52064
"52065",52065,"ALBUVIR","Ornithogalum tenuifoli","Ornithogalum tenuifolium",NA,"F. Delaroche",TRUE,52064
"52066",52066,"PLECCYA","Plectranthus cyaneus","Plectranthus cyaneus",NA,"G¸rke",FALSE,52066
"52448",52448,"SPILCAU","Spilanthes caulirhiza","Spilanthes caulirhiza",NA,"(Delile) DC.",TRUE,20
"52449",52449,"ACMEMAU","Acmella mauritiana","Acmella mauritiana",NA,"A. Rich. ex Pers.",TRUE,20
"52450",52450,"SPILAFR","Spilanthes africana","Spilanthes africana",NA,"DC.",TRUE,20
"52451",52451,"SPILABY","Spilanthes abyssinica","Spilanthes abyssinica",NA,"Sch. Bip. ex A. Rich.",TRUE,20
"52452",52452,"ECLIFIL","Eclipta filicaulis","Eclipta filicaulis",NA,"Schumach. & Thonn.",TRUE,20
"52453",52453,"SPILFIL","Spilanthes filicaulis","Spilanthes filicaulis",NA,"(Schumach. & Thonn.) C. D. Adams",TRUE,20
"52454",52454,"SPILA.A","Spilanthes acmella var","Spilanthes acmella var. acmella",NA,"(L.) Murray",TRUE,20
"52455",52455,"VERBACM","Verbesina acmella","Verbesina acmella",NA,"L.",TRUE,20
"52456",52456,"SPILACM","Spilanthes acmella","Spilanthes acmella",NA,"(L.) Murray",TRUE,20
"52457",52457,"BLAIACM","Blainvillea acmella","Blainvillea acmella",NA,"(L.) Philipson",TRUE,20
"52458",52458,"ECLILAT","Eclipta latifolia","Eclipta latifolia",NA,"L. f.",TRUE,20
"52459",52459,"BLAILAT","Blainvillea latifolia","Blainvillea latifolia",NA,"(L. f.) DC.",TRUE,20
"52460",52460,"BLAIRHO","Blainvillea rhomboidea","Blainvillea rhomboidea",NA,"Cass.",TRUE,20
"52461",52461,"BLAIDAL","Blainvillea dalla-vedo","Blainvillea dalla-vedovae",NA,"A. Terracc.",TRUE,20
"52462",52462,"VERBDIC","Verbesina dichotoma","Verbesina dichotoma",NA,"Murray",TRUE,20
"52463",52463,"BLAIDIC","Blainvillea dichotoma","Blainvillea dichotoma",NA,"(Murray) Stewart",TRUE,20
"52464",52464,"SPILCAU","Spilanthes caulirhiza","Spilanthes caulirhiza var. madagascariensis",NA,"DC.",TRUE,20
"52465",52465,"SPILMAU","Spilanthes mauritiana","Spilanthes mauritiana f. madagascariensis",NA,"(DC.) A. H. Moore",TRUE,20
"52466",52466,"AESCTEL","Aeschynomene telekii","Aeschynomene telekii",NA,"Schweinf.",TRUE,22
"52467",52467,"AESCPAL","Aeschynomene paludicol","Aeschynomene paludicola",NA,"Harms",TRUE,22
"52468",52468,"AESCMEA","Aeschynomene mearnsii","Aeschynomene mearnsii",NA,"De Wild.",TRUE,22
"52469",52469,"AESCGIL","Aeschynomene gilletii","Aeschynomene gilletii",NA,"De Wild.",TRUE,22
"52470",52470,"AESCMEA","Aeschynomene mearnsi","Aeschynomene mearnsi",NA,"De Wild.",TRUE,22
"52471",52471,"AESCMUK","Aeschynomene mukuluens","Aeschynomene mukuluensis",NA,"De Wild.",TRUE,22
"52472",52472,"AJUGB.C","Ajuga bracteosa var. c","Ajuga bracteosa var. canescens",NA,"(Benth.) Engl.",TRUE,26
"52473",52473,"AJUGI.C","Ajuga integrifolia var","Ajuga integrifolia var. canescens",NA,"(Benth.) Cufod.",TRUE,26
"52474",52474,"AJUGR.C","Ajuga remota var. cane","Ajuga remota var. canescens",NA,"Benth.",TRUE,26
"52475",52475,"AJUGCRE","Ajuga crenata","Ajuga crenata",NA,"(Hochst. ex Vatke) Chiov.",TRUE,26
"52476",52476,"AJUGBRA","Ajuga bracteosa var. c","Ajuga bracteosa var. crenata",NA,"(Hochst. ex Vatke) Baker",TRUE,26
"52477",52477,"AJUGR.C","Ajuga remota var. cren","Ajuga remota var. crenata",NA,"Hochst. ex Vatke",TRUE,26
"52478",52478,"AJUGINT","Ajuga integrifolia","Ajuga integrifolia",NA,"D. Don",TRUE,26
"52479",52479,"AJUGBRA","Ajuga bracteosa","Ajuga bracteosa",NA,"Benth.",TRUE,26
"52510",52510,"KERNPIL","Kerneria pilosa","Kerneria pilosa",NA,"(L.) Lowe",TRUE,72
"52511",52511,"CORELEU","Coreopsis leucanthema","Coreopsis leucanthema",NA,"L.",TRUE,72
"52512",52512,"COTUMIN","Cotula minuta","Cotula minuta",NA,"G. Forst.",TRUE,72
"52513",52513,"MYRIMIN","Myriogyne minuta","Myriogyne minuta",NA,"(G. Forst.) Less.",TRUE,72
"52514",52514,"CENTMIN","Centipeda minuta","Centipeda minuta",NA,"(G. Forst.) C.B. Clarke",TRUE,72
"52515",52515,"CORELEU","Coreopsis leucantha","Coreopsis leucantha",NA,"L.",TRUE,72
"52516",52516,"BIDELEU","Bidens leucantha","Bidens leucantha",NA,"(L.) Willd.",TRUE,72
"52517",52517,"BIDESUN","Bidens sundaica","Bidens sundaica",NA,"Blume",TRUE,72
"52518",52518,"BIDEL.S","Bidens leucantha var.","Bidens leucantha var. sundaica",NA,"(Blume) Hassk.",TRUE,72
"52519",52519,"BIDEP.M","Bidens pilosa var. min","Bidens pilosa var. minor",NA,"(Blume) Sherff",TRUE,72
"52520",52520,"BIDES.M","Bidens sundiaca var. M","Bidens sundiaca var. minor",NA,"Blume",TRUE,72
"52521",52521,"BIDESUN","Bidens sundiaca","Bidens sundiaca",NA,"Blume",TRUE,72
"52522",52522,"CENTORB","Centipeda orbicularis","Centipeda orbicularis",NA,"Lour.",TRUE,72
"52523",52523,"BOERR.D","Boerhavia repens var.","Boerhavia repens var. diffusa",NA,"(L.) Hook. f.",TRUE,76
"52524",52524,"BOERADS","Boerhavia adscendens","Boerhavia adscendens",NA,"Willd.",TRUE,76
"52525",52525,"BOERAFR","Boerhavia africana","Boerhavia africana",NA,"Lour.",TRUE,76
"52526",52526,"BOERPAN","Boerhavia paniculata","Boerhavia paniculata",NA,"Rich.",TRUE,76
"52527",52527,"COMMAFR","Commicarpus africanus","Commicarpus africanus",NA,"(Lour.) Dandy",TRUE,76
